entry_id,text,text_length,platform,source,has_embedding,topics_found,topics,topics_json,classification_time_ms,existing_ministry,existing_issue,created_at
35378,Alleged Genocide: Tinubu to Meet Trump Over Christian Killings - Presidency,75,Nigeria Info FM,News,Yes,1,Presidential Announcements (0.227),"[{""topic"": ""presidential_announcements"", ""topic_name"": ""Presidential Announcements"", ""confidence"": 0.227, ""keyword_score"": 0.11, ""embedding_score"": 0.305}]",0.47,foreign_affairs,trump-threat-christian-killings-nigeria,2025-11-02T21:53:32.111744
35379,"Military Action Threat: Engage US Govt Diplomatically, Wahab Shittu Tells Tinubu",80,Channels Television,News,Yes,2,Military Operations (0.241); Foreign Affairs (0.209),"[{""topic"": ""military_operations"", ""topic_name"": ""Military Operations"", ""confidence"": 0.241, ""keyword_score"": 0.101, ""embedding_score"": 0.333}, {""topic"": ""foreign_affairs"", ""topic_name"": ""Foreign Affairs"", ""confidence"": 0.209, ""keyword_score"": 0.083, ""embedding_score"": 0.293}]",0.45,foreign_affairs,tinubu-us-meeting,2025-11-02T21:53:32.111744
35380,"Genocide against Christians: Trump, Tinubu to meet soon – Presidency",68,Vanguard News,News,Yes,1,Presidential Announcements (0.213),"[{""topic"": ""presidential_announcements"", ""topic_name"": ""Presidential Announcements"", ""confidence"": 0.213, ""keyword_score"": 0.11, ""embedding_score"": 0.282}]",0.5,foreign_affairs,trump-threat-christian-killings-nigeria,2025-11-02T21:53:32.111744
35381,"Tinubu, Trump to meet over alleged Christian killings in Nigeria — Bwala",72,The Guardian Nigeria News,News,Yes,0,None,[],0.41,foreign_affairs,trump-threat-christian-killings-nigeria,2025-11-02T21:53:32.111744
35382,Stanley Kavwam: Tinubu Must Go Beyond Lip Service To End Killings,65,Arise News,News,Yes,0,None,[],0.44,interior,tinubu-lip-service-killings,2025-11-02T21:53:32.111744
35383,"Nigeria to prosecute 30 suspects, 7 still at large in alleged coup plot",71,The Guardian Nigeria News,News,Yes,1,Corruption Cases (0.218),"[{""topic"": ""corruption_cases"", ""topic_name"": ""Corruption Cases"", ""confidence"": 0.218, ""keyword_score"": 0.0, ""embedding_score"": 0.364}]",0.5,justice,nigeria-alleged-coup-plot,2025-11-02T21:53:32.111744
35384,EXCLUSIVE: Alleged Coup Plot: Over 30 people to face trial,58,Premium Times Nigeria,News,Yes,0,None,[],0.42,defence,alleged-coup-plot-trial,2025-11-02T21:53:32.111744
35385,"Trump Vows Military Action In Nigeria If Tinubu Government Doesn't Stop ""Terrorists Killing Of Christians""",106,Sahara Reporters,News,Yes,2,Military Operations (0.253); Security Threats (0.246),"[{""topic"": ""military_operations"", ""topic_name"": ""Military Operations"", ""confidence"": 0.253, ""keyword_score"": 0.101, ""embedding_score"": 0.354}, {""topic"": ""security_threats"", ""topic_name"": ""Security Threats"", ""confidence"": 0.246, ""keyword_score"": 0.077, ""embedding_score"": 0.36}]",0.46,defence,trump-threatens-military-action-nigeria,2025-11-02T21:53:32.111744
35386,"Presidency: Tinubu Saw US CPC Row Coming, Acted Proactively",59,THISDAYLIVE,News,Yes,1,Presidential Announcements (0.255),"[{""topic"": ""presidential_announcements"", ""topic_name"": ""Presidential Announcements"", ""confidence"": 0.255, ""keyword_score"": 0.083, ""embedding_score"": 0.37}]",0.47,non_governance,non_governance,2025-11-02T21:53:32.111744
35387,"Trump threatens Nigeria with potential military action, escalates claim of Christian persecution",96,WRIC ABC 8News,News,Yes,2,Military Operations (0.246); Security Threats (0.224),"[{""topic"": ""military_operations"", ""topic_name"": ""Military Operations"", ""confidence"": 0.246, ""keyword_score"": 0.101, ""embedding_score"": 0.342}, {""topic"": ""security_threats"", ""topic_name"": ""Security Threats"", ""confidence"": 0.224, ""keyword_score"": 0.0, ""embedding_score"": 0.373}]",0.47,foreign_affairs,trump-threat-christian-killings-nigeria,2025-11-02T21:53:32.111744
35388,Tinubu ahead of orchestrated game unfolding in US – Presidency replies Trump,76,Daily Post Nigeria,News,Yes,1,Presidential Announcements (0.260),"[{""topic"": ""presidential_announcements"", ""topic_name"": ""Presidential Announcements"", ""confidence"": 0.26, ""keyword_score"": 0.11, ""embedding_score"": 0.36}]",0.45,communications_digital,tinubu-absence-anambra-rally,2025-11-02T21:53:32.111744
35389,'Not Our National Identity': Nigeria Rejects Christian Persecution Claims As Trump Threatens Military Action,108,ABP Live English,News,Yes,2,Military Operations (0.246); Security Threats (0.223),"[{""topic"": ""military_operations"", ""topic_name"": ""Military Operations"", ""confidence"": 0.246, ""keyword_score"": 0.101, ""embedding_score"": 0.343}, {""topic"": ""security_threats"", ""topic_name"": ""Security Threats"", ""confidence"": 0.223, ""keyword_score"": 0.0, ""embedding_score"": 0.372}]",0.47,foreign_affairs,trump-threat-christian-killings-nigeria,2025-11-02T21:53:32.111744
35390,"US Lawmaker Moore To Tinubu: ""Don’t Test Donald Trump’s Resolve On Christians Killings""",87,Sahara Reporters,News,Yes,0,None,[],0.4,foreign_affairs,trump-threat-christian-killings-nigeria,2025-11-02T21:53:32.111744
35391,Trump’s Threat: ‘Tinubu ahead of orchestrated game unfolding in America’ —  Onanuga,83,Vanguard News,News,Yes,0,None,[],0.46,non_governance,non_governance,2025-11-02T21:53:32.111744
35392,"Christian genocide: Tinubu to meet US President, Trump",54,Daily Post Nigeria,News,Yes,1,Presidential Announcements (0.212),"[{""topic"": ""presidential_announcements"", ""topic_name"": ""Presidential Announcements"", ""confidence"": 0.212, ""keyword_score"": 0.083, ""embedding_score"": 0.298}]",0.42,foreign_affairs,tinubu-trump-warning,2025-11-02T21:53:32.111744
35393,Tinubu to Trump: Nigeria’s constitution protects every faith — intolerance is not our identity,94,Head Topics,News,Yes,0,None,[],0.43,justice,nigeria-constitution-faith-intolerance,2025-11-02T21:53:32.111744
35395,"WORRISOME: Despite Tinubu’s Rejection, Trump Warns of U.S. Invasion of Nigeria Over Alleged Christian Genocide",110,PRNigeria News,News,Yes,1,Security Threats (0.204),"[{""topic"": ""security_threats"", ""topic_name"": ""Security Threats"", ""confidence"": 0.204, ""keyword_score"": 0.0, ""embedding_score"": 0.34}]",0.45,defence,alleged-genocide-us-military-actions-nigeria,2025-11-02T21:53:32.111744
35396,NELFUND Hits One Million Applicants Under Two years,51,TVC News,News,Yes,0,None,[],0.4,finance,nelfund-applicant-milestone,2025-11-02T21:53:32.111744
35398,Tinubu To Meet Trump Over Christian Genocide Claims – Bwala,59,Channels Television,News,Yes,0,None,[],0.45,foreign_affairs,tinubu-trump-warning,2025-11-02T21:53:32.111744
35399,"Tinubu’s Economic Reforms Essential for Nigeria’s Growth, Says Okpebholo",72,The Whistler Newspaper,News,Yes,2,Inflation (0.231); Unemployment (0.228),"[{""topic"": ""inflation"", ""topic_name"": ""Inflation"", ""confidence"": 0.231, ""keyword_score"": 0.0, ""embedding_score"": 0.385}, {""topic"": ""unemployment"", ""topic_name"": ""Unemployment"", ""confidence"": 0.228, ""keyword_score"": 0.0, ""embedding_score"": 0.379}]",0.43,budget_economic_planning,tinubu-economic-reforms-impact,2025-11-02T21:53:32.111744
131193,"🕊️⚖️ Former Chief Justice Ibrahim Tanko Muhammad Dies at 71

Former Chief Justice of Nigeria, Ibrahim Tanko Muhammad, has passed away at the age of 71. He died on December 16,  2025 at a hospital in Saudi Arabia….

Read more: https://t.co/2kVAVSbWgq",249,X,X,Yes,0,None,[],0.54,justice,death-ibrahim-tanko-muhammad,2025-12-16T13:25:24.844409
131194,@General_Somto TikTok analyst lol . Someone that haven’t step out from the four walls of Nigeria,96,X,X,Yes,0,None,[],0.46,communications_digital,digital-economy-nigeria,2025-12-16T13:25:24.844409
131195,"@ennyola0015 Shut your mouth and stop defending nonsense. So is he supposed to spend even $10 of tax payers money?

You're part of the reason Nigeria is where it is, Rubbish",173,X,X,Yes,0,None,[],0.47,non_governance,non_governance,2025-12-16T13:25:24.844409
131196,"It's so unfortunate that you stand for nothing
You are just following people to complain without knowing the real issues
Because everyone is talking, you too want to talk

Okay let me paint the picture of where Nigeria was at in May 2023 and you should proffer the solution brat.

These were the facts on the ground as of May 2023;

1. The foreign reserve was completely depleted
2. There was an embargo on borrowing
3. There was no way to continue paying subsidies on petrol and the dollar as all av",1310,X,X,Yes,5,Inflation (0.254); Fuel Pricing (0.242); Unemployment (0.221); Presidential Announcements (0.212); Foreign Affairs (0.206),"[{""topic"": ""inflation"", ""topic_name"": ""Inflation"", ""confidence"": 0.254, ""keyword_score"": 0.132, ""embedding_score"": 0.335}, {""topic"": ""fuel_pricing"", ""topic_name"": ""Fuel Pricing"", ""confidence"": 0.242, ""keyword_score"": 0.088, ""embedding_score"": 0.344}, {""topic"": ""unemployment"", ""topic_name"": ""Unemployment"", ""confidence"": 0.221, ""keyword_score"": 0.0, ""embedding_score"": 0.368}, {""topic"": ""presidential_announcements"", ""topic_name"": ""Presidential Announcements"", ""confidence"": 0.212, ""keyword_score"": 0.0, ""embedding_score"": 0.353}, {""topic"": ""foreign_affairs"", ""topic_name"": ""Foreign Affairs"", ""confidence"": 0.206, ""keyword_score"": 0.11, ""embedding_score"": 0.27}]",0.63,finance,it's-unfortunate-that,2025-12-16T13:25:24.844409
131197,"@officialEFCC With lots of prove in the comment section, @officialEFCC you should hide your face in shame 

You guys are a grace to Nigeria https://t.co/cIOT4JwI3S",163,X,X,Yes,1,Corruption Cases (0.285),"[{""topic"": ""corruption_cases"", ""topic_name"": ""Corruption Cases"", ""confidence"": 0.285, ""keyword_score"": 0.083, ""embedding_score"": 0.419}]",0.48,justice,fight-against-graft-transparency,2025-12-16T13:25:24.844409
131198,"@afroniusy @cecild84 Nigeria is also affected by these terror groups, is Nigeria nt a democratic state? Abeg face front, I knw u eat from political crumbs or u re just one of those who luvs suffering and smiling. 
Dat u chose 2 remain a slave under oppression doesn't mean others must accept such fate",301,X,X,Yes,2,Security Threats (0.208); Agriculture & Food Security (0.202),"[{""topic"": ""security_threats"", ""topic_name"": ""Security Threats"", ""confidence"": 0.208, ""keyword_score"": 0.0, ""embedding_score"": 0.346}, {""topic"": ""agriculture_food_security"", ""topic_name"": ""Agriculture & Food Security"", ""confidence"": 0.202, ""keyword_score"": 0.0, ""embedding_score"": 0.336}]",0.48,defence,boko-haram-proscription,2025-12-16T13:25:24.844409
35820,"Trump Threatens 'Guns-a-Blazing' Nigeria Strike, Orders Pentagon for 'Fast, Vicious, Sweet' Attack",98,International Business Times UK,News,Yes,3,Military Operations (0.222); Security Threats (0.222); ASUU Strikes (0.215),"[{""topic"": ""military_operations"", ""topic_name"": ""Military Operations"", ""confidence"": 0.222, ""keyword_score"": 0.0, ""embedding_score"": 0.37}, {""topic"": ""security_threats"", ""topic_name"": ""Security Threats"", ""confidence"": 0.222, ""keyword_score"": 0.0, ""embedding_score"": 0.37}, {""topic"": ""asuu_strikes"", ""topic_name"": ""ASUU Strikes"", ""confidence"": 0.215, ""keyword_score"": 0.091, ""embedding_score"": 0.297}]",0.5,defence,trump-threatens-military-action-nigeria,2025-11-02T22:39:24.011419
35821,"Nigeria dismisses Trump’s military threat, says he merely wants a ‘sit-down’",76,Washington Examiner,News,Yes,2,Military Operations (0.238); Presidential Announcements (0.227),"[{""topic"": ""military_operations"", ""topic_name"": ""Military Operations"", ""confidence"": 0.238, ""keyword_score"": 0.101, ""embedding_score"": 0.33}, {""topic"": ""presidential_announcements"", ""topic_name"": ""Presidential Announcements"", ""confidence"": 0.227, ""keyword_score"": 0.0, ""embedding_score"": 0.379}]",0.47,foreign_affairs,foreign-travel-obsession,2025-11-02T22:39:24.011419
35813,Tinubu’s poverty-reduction drive better than previous govts — IMPI,66,Punch Newspapers,News,Yes,0,None,[],0.46,humanitarian_poverty,tinubu’s-poverty-reduction-drive-better,2025-11-02T22:39:24.011419
35814,"Alleged Genocide: Tinubu, Trump will clarify issues when they meet  —  Bwala",76,Vanguard News,News,Yes,0,None,[],0.4,foreign_affairs,tinubu-trump-warning,2025-11-02T22:39:24.011419
35815,VIDEO: Why I Am Against President Tinubu’s Policies —Solomon Dalung,67,Channels Television,News,Yes,1,Presidential Announcements (0.252),"[{""topic"": ""presidential_announcements"", ""topic_name"": ""Presidential Announcements"", ""confidence"": 0.252, ""keyword_score"": 0.11, ""embedding_score"": 0.348}]",0.45,sports_development,dalung-against-tinubu-policies,2025-11-02T22:39:24.011419
35816,The Giant and Its Shadow: Nigeria’s Crisis of Faith and the Gathering Storm,75,News Ghana,News,Yes,3,Healthcare Crisis (0.254); Security Threats (0.224); Power Outages (0.221),"[{""topic"": ""healthcare_crisis"", ""topic_name"": ""Healthcare Crisis"", ""confidence"": 0.254, ""keyword_score"": 0.11, ""embedding_score"": 0.351}, {""topic"": ""security_threats"", ""topic_name"": ""Security Threats"", ""confidence"": 0.224, ""keyword_score"": 0.0, ""embedding_score"": 0.373}, {""topic"": ""power_outages"", ""topic_name"": ""Power Outages"", ""confidence"": 0.221, ""keyword_score"": 0.0, ""embedding_score"": 0.368}]",0.54,non_governance,non_governance,2025-11-02T22:39:24.011419
35818,Trump Administration Live Updates: Energy Secretary Says Nuclear Tests Won’t Involve Explosions,95,The New York Times,News,Yes,0,None,[],0.49,power,trump-nuclear-tests,2025-11-02T22:39:24.011419
35819,Trump orders Pentagon to prepare possible military action against Nigeria after accusing it of allowing...,106,illustrated Daily News,News,Yes,4,Military Operations (0.340); Presidential Announcements (0.236); Security Threats (0.233); Foreign Affairs (0.224),"[{""topic"": ""military_operations"", ""topic_name"": ""Military Operations"", ""confidence"": 0.34, ""keyword_score"": 0.101, ""embedding_score"": 0.499}, {""topic"": ""presidential_announcements"", ""topic_name"": ""Presidential Announcements"", ""confidence"": 0.236, ""keyword_score"": 0.0, ""embedding_score"": 0.394}, {""topic"": ""security_threats"", ""topic_name"": ""Security Threats"", ""confidence"": 0.233, ""keyword_score"": 0.0, ""embedding_score"": 0.389}, {""topic"": ""foreign_affairs"", ""topic_name"": ""Foreign Affairs"", ""confidence"": 0.224, ""keyword_score"": 0.0, ""embedding_score"": 0.373}]",0.53,defence,trump-threatens-military-action-nigeria,2025-11-02T22:39:24.011419
35822,Trump Threatens Swift Military Action Against Nigeria,53,Evrim Ağacı,News,Yes,3,Military Operations (0.296); Security Threats (0.252); Presidential Announcements (0.202),"[{""topic"": ""military_operations"", ""topic_name"": ""Military Operations"", ""confidence"": 0.296, ""keyword_score"": 0.101, ""embedding_score"": 0.426}, {""topic"": ""security_threats"", ""topic_name"": ""Security Threats"", ""confidence"": 0.252, ""keyword_score"": 0.0, ""embedding_score"": 0.419}, {""topic"": ""presidential_announcements"", ""topic_name"": ""Presidential Announcements"", ""confidence"": 0.202, ""keyword_score"": 0.0, ""embedding_score"": 0.337}]",0.47,defence,trump-threatens-military-action-nigeria,2025-11-02T22:39:24.011419
35823,"Nigeria: Genocide Claim - Tinubu Will Soon Meet Trump, says Presidential Advisor Bwala",86,allAfrica.com,News,Yes,1,Presidential Announcements (0.325),"[{""topic"": ""presidential_announcements"", ""topic_name"": ""Presidential Announcements"", ""confidence"": 0.325, ""keyword_score"": 0.21, ""embedding_score"": 0.331}]",0.45,foreign_affairs,tinubu-trump-warning,2025-11-02T22:39:24.011419
